eventType,timestamp,emailId,customerId,email,campaignName,campaignType,sendsValue,opensValue,clicksValue,converted,conversionValue,unsubscribed,deviceType,emailClient
directMarketing.emailSent,2026-05-10T11:36:16.875Z,EML-0000000043,CRM-00100003,rf1-w6-s31-standard-3-d16087@f1traffic.com,VIP Hospitality Invite,vip,1,0,0,false,0,false,tablet,Yahoo
directMarketing.emailSent,2026-05-14T15:29:25.187Z,EML-0000000044,CRM-00100003,rf1-w6-s31-standard-3-d16087@f1traffic.com,VIP Hospitality Invite,vip,1,1,0,false,0,false,mobile,Gmail
directMarketing.emailSent,2026-02-24T09:37:26.175Z,EML-0000000045,CRM-00100003,rf1-w6-s31-standard-3-d16087@f1traffic.com,Win-back Campaign,reengagement,1,1,0,false,0,false,mobile,Apple Mail
directMarketing.emailSent,2026-05-20T20:39:55.607Z,EML-0000000046,CRM-00100003,rf1-w6-s31-standard-3-d16087@f1traffic.com,2024 Season Launch,newsletter,1,1,1,false,0,false,tablet,Yahoo
directMarketing.emailSent,2026-01-29T18:48:59.831Z,EML-0000000047,CRM-00100003,rf1-w6-s31-standard-3-d16087@f1traffic.com,Birthday Discount,birthday,1,1,1,false,0,false,desktop,Outlook
directMarketing.emailSent,2026-04-22T20:56:14.496Z,EML-0000000048,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,Win-back Campaign,reengagement,1,1,0,false,0,false,desktop,Apple Mail
directMarketing.emailSent,2026-03-08T13:28:37.319Z,EML-0000000049,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,Monaco GP Promo,promo,1,0,0,false,0,false,mobile,Other
directMarketing.emailSent,2026-04-30T16:38:47.706Z,EML-0000000050,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,Race Calendar Reminder,newsletter,1,1,0,false,0,false,mobile,Gmail
directMarketing.emailSent,2026-02-27T08:22:10.283Z,EML-0000000051,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,0,0,false,0,false,mobile,Outlook
directMarketing.emailSent,2026-02-01T00:45:27.933Z,EML-0000000052,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,Birthday Discount,birthday,1,0,0,false,0,false,desktop,Gmail
directMarketing.emailSent,2026-06-04T20:39:39.755Z,EML-0000000053,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,VIP Hospitality Invite,vip,1,0,0,false,0,false,tablet,Gmail
directMarketing.emailSent,2025-12-30T13:15:03.493Z,EML-0000000054,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,VIP Hospitality Invite,vip,1,1,0,false,0,false,mobile,Apple Mail
directMarketing.emailSent,2026-03-03T19:46:41.857Z,EML-0000000055,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,Race Calendar Reminder,newsletter,1,0,0,false,0,false,mobile,Apple Mail
directMarketing.emailSent,2026-06-03T02:10:24.422Z,EML-0000000056,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,Win-back Campaign,reengagement,1,1,0,false,0,false,tablet,Yahoo
directMarketing.emailSent,2026-04-07T10:24:47.891Z,EML-0000000057,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,Monaco GP Promo,promo,1,0,0,false,0,false,desktop,Yahoo
directMarketing.emailSent,2026-01-29T14:28:06.823Z,EML-0000000058,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,Win-back Campaign,reengagement,1,1,1,true,319.05,false,tablet,Outlook
directMarketing.emailSent,2026-03-27T05:34:25.265Z,EML-0000000059,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,0,0,false,0,false,tablet,Outlook
directMarketing.emailSent,2026-05-12T03:18:33.049Z,EML-0000000060,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,0,0,false,0,false,desktop,Gmail
directMarketing.emailSent,2026-03-03T20:25:36.517Z,EML-0000000061,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,Welcome Series 1,welcome,1,0,0,false,0,false,desktop,Outlook
directMarketing.emailSent,2025-12-16T18:13:44.091Z,EML-0000000062,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,Win-back Campaign,reengagement,1,0,0,false,0,false,tablet,Yahoo
directMarketing.emailSent,2026-02-18T14:48:56.994Z,EML-0000000063,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,Win-back Campaign,reengagement,1,1,0,false,0,false,mobile,Other
directMarketing.emailSent,2026-01-24T16:50:34.659Z,EML-0000000064,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,2024 Season Launch,newsletter,1,1,0,false,0,false,desktop,Yahoo
directMarketing.emailSent,2026-01-11T23:07:26.916Z,EML-0000000065,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,Welcome Series 1,welcome,1,1,0,false,0,false,desktop,Yahoo
directMarketing.emailSent,2026-04-20T20:40:10.548Z,EML-0000000066,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,1,0,false,0,false,desktop,Apple Mail
directMarketing.emailSent,2026-02-22T19:07:52.190Z,EML-0000000067,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,2024 Season Launch,newsletter,1,0,0,false,0,false,tablet,Apple Mail
directMarketing.emailSent,2026-02-07T16:09:41.941Z,EML-0000000068,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,VIP Hospitality Invite,vip,1,1,1,false,0,false,mobile,Apple Mail
directMarketing.emailSent,2026-02-16T16:41:41.475Z,EML-0000000069,CRM-00100004,rf1-w15-s1-vip-4-f768e9@f1traffic.com,Black Friday 2024,promo,1,1,0,false,0,false,mobile,Other
directMarketing.emailSent,2026-01-16T20:42:47.885Z,EML-0000000070,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Birthday Discount,birthday,1,1,0,false,0,false,desktop,Outlook
directMarketing.emailSent,2026-06-02T10:37:41.318Z,EML-0000000071,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Welcome Series 1,welcome,1,0,0,false,0,true,tablet,Yahoo
directMarketing.emailSent,2026-06-07T17:15:06.407Z,EML-0000000072,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,2024 Season Launch,newsletter,1,0,0,false,0,false,desktop,Apple Mail
directMarketing.emailSent,2026-04-16T16:21:38.410Z,EML-0000000073,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,0,0,false,0,false,tablet,Gmail
directMarketing.emailSent,2026-04-01T08:07:05.976Z,EML-0000000074,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Monaco GP Promo,promo,1,0,0,false,0,false,desktop,Yahoo
directMarketing.emailSent,2026-01-07T11:58:36.232Z,EML-0000000075,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Race Calendar Reminder,newsletter,1,1,0,false,0,false,desktop,Other
directMarketing.emailSent,2026-06-07T14:58:02.571Z,EML-0000000076,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,VIP Hospitality Invite,vip,1,1,0,false,0,false,desktop,Gmail
directMarketing.emailSent,2026-06-01T19:08:36.210Z,EML-0000000077,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Win-back Campaign,reengagement,1,0,0,false,0,false,tablet,Apple Mail
directMarketing.emailSent,2026-05-19T21:24:23.887Z,EML-0000000078,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,VIP Hospitality Invite,vip,1,0,0,false,0,false,mobile,Outlook
directMarketing.emailSent,2026-05-02T15:56:18.631Z,EML-0000000079,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Monaco GP Promo,promo,1,0,0,false,0,false,desktop,Apple Mail
directMarketing.emailSent,2026-05-02T22:42:04.672Z,EML-0000000080,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,VIP Hospitality Invite,vip,1,0,0,false,0,false,desktop,Yahoo
directMarketing.emailSent,2026-04-24T20:04:03.416Z,EML-0000000081,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Black Friday 2024,promo,1,1,1,false,0,false,desktop,Gmail
directMarketing.emailSent,2026-06-01T07:34:07.598Z,EML-0000000082,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,1,0,false,0,false,desktop,Yahoo
directMarketing.emailSent,2026-04-28T14:58:33.767Z,EML-0000000083,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,0,0,false,0,false,tablet,Apple Mail
directMarketing.emailSent,2026-01-10T15:09:51.942Z,EML-0000000084,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Race Calendar Reminder,newsletter,1,0,0,false,0,false,tablet,Outlook
directMarketing.emailSent,2026-03-11T08:14:08.258Z,EML-0000000085,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Birthday Discount,birthday,1,0,0,false,0,false,tablet,Other
directMarketing.emailSent,2026-04-22T14:24:51.743Z,EML-0000000086,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,2024 Season Launch,newsletter,1,1,0,false,0,false,mobile,Gmail
directMarketing.emailSent,2026-04-23T12:01:57.262Z,EML-0000000087,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Monaco GP Promo,promo,1,1,1,true,329.92,false,desktop,Outlook
directMarketing.emailSent,2026-01-31T00:55:26.762Z,EML-0000000088,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Monaco GP Promo,promo,1,1,1,true,231.55,false,tablet,Apple Mail
directMarketing.emailSent,2026-01-29T06:22:12.519Z,EML-0000000089,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Welcome Series 1,welcome,1,0,0,false,0,false,mobile,Yahoo
directMarketing.emailSent,2026-01-30T06:10:04.510Z,EML-0000000090,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Race Calendar Reminder,newsletter,1,0,0,false,0,false,mobile,Other
directMarketing.emailSent,2026-03-27T12:50:08.529Z,EML-0000000091,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,0,0,false,0,false,tablet,Gmail
directMarketing.emailSent,2026-05-01T11:19:47.014Z,EML-0000000092,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Monaco GP Promo,promo,1,1,0,false,0,false,mobile,Outlook
directMarketing.emailSent,2026-05-13T17:57:47.205Z,EML-0000000093,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Win-back Campaign,reengagement,1,1,1,true,366.1,false,desktop,Other
directMarketing.emailSent,2026-05-02T05:29:42.702Z,EML-0000000094,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Race Calendar Reminder,newsletter,1,0,0,false,0,false,desktop,Yahoo
directMarketing.emailSent,2025-12-27T16:20:30.690Z,EML-0000000095,CRM-00100005,rf1-w2-s19-gold-5-0bb4ab@f1traffic.com,Race Calendar Reminder,newsletter,1,0,0,false,0,false,tablet,Outlook
directMarketing.emailSent,2026-01-31T01:29:44.309Z,EML-0000000096,CRM-00100007,rf1-w6-s63-vip-7-7c02ee@f1traffic.com,2024 Season Launch,newsletter,1,0,0,false,0,false,desktop,Other
directMarketing.emailSent,2026-04-25T14:47:29.400Z,EML-0000000097,CRM-00100007,rf1-w6-s63-vip-7-7c02ee@f1traffic.com,VIP Hospitality Invite,vip,1,0,0,false,0,false,tablet,Other
directMarketing.emailSent,2026-03-26T02:58:11.053Z,EML-0000000098,CRM-00100007,rf1-w6-s63-vip-7-7c02ee@f1traffic.com,VIP Hospitality Invite,vip,1,1,1,true,292.39,false,mobile,Gmail
directMarketing.emailSent,2026-02-28T13:35:59.501Z,EML-0000000099,CRM-00100007,rf1-w6-s63-vip-7-7c02ee@f1traffic.com,Win-back Campaign,reengagement,1,1,0,false,0,false,mobile,Other
directMarketing.emailSent,2026-04-06T05:07:23.833Z,EML-0000000100,CRM-00100007,rf1-w6-s63-vip-7-7c02ee@f1traffic.com,Birthday Discount,birthday,1,1,0,false,0,false,desktop,Apple Mail
directMarketing.emailSent,2026-01-05T05:14:15.425Z,EML-0000000101,CRM-00100007,rf1-w6-s63-vip-7-7c02ee@f1traffic.com,Black Friday 2024,promo,1,0,0,false,0,false,tablet,Apple Mail
directMarketing.emailSent,2026-03-22T12:14:11.040Z,EML-0000000102,CRM-00100007,rf1-w6-s63-vip-7-7c02ee@f1traffic.com,VIP Hospitality Invite,vip,1,0,0,false,0,false,tablet,Yahoo
directMarketing.emailSent,2026-02-09T13:15:37.571Z,EML-0000000103,CRM-00100007,rf1-w6-s63-vip-7-7c02ee@f1traffic.com,Birthday Discount,birthday,1,1,0,false,0,false,desktop,Yahoo
directMarketing.emailSent,2026-03-18T09:33:16.264Z,EML-0000000104,CRM-00100007,rf1-w6-s63-vip-7-7c02ee@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,1,0,false,0,false,desktop,Yahoo
directMarketing.emailSent,2025-12-21T13:26:19.501Z,EML-0000000105,CRM-00100007,rf1-w6-s63-vip-7-7c02ee@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,0,0,false,0,false,tablet,Gmail
directMarketing.emailSent,2026-01-04T23:33:29.743Z,EML-0000000106,CRM-00100007,rf1-w6-s63-vip-7-7c02ee@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,0,0,false,0,false,mobile,Outlook
directMarketing.emailSent,2026-06-09T07:21:11.061Z,EML-0000000107,CRM-00100007,rf1-w6-s63-vip-7-7c02ee@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,1,0,false,0,false,tablet,Other
directMarketing.emailSent,2026-04-14T00:56:26.272Z,EML-0000000108,CRM-00100007,rf1-w6-s63-vip-7-7c02ee@f1traffic.com,VIP Hospitality Invite,vip,1,1,1,true,450.75,false,desktop,Yahoo
directMarketing.emailSent,2026-02-19T18:02:02.973Z,EML-0000000109,CRM-00100007,rf1-w6-s63-vip-7-7c02ee@f1traffic.com,Welcome Series 1,welcome,1,1,1,false,0,false,desktop,Outlook
directMarketing.emailSent,2026-04-20T21:48:06.712Z,EML-0000000110,CRM-00100007,rf1-w6-s63-vip-7-7c02ee@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,0,0,false,0,false,tablet,Apple Mail
directMarketing.emailSent,2026-04-09T20:47:38.059Z,EML-0000000111,CRM-00100007,rf1-w6-s63-vip-7-7c02ee@f1traffic.com,VIP Hospitality Invite,vip,1,1,1,false,0,false,desktop,Gmail
directMarketing.emailSent,2026-03-17T21:49:19.432Z,EML-0000000112,CRM-00100008,rf1-w8-s12-gold-8-e7cd58@f1traffic.com,Monaco GP Promo,promo,1,0,0,false,0,false,mobile,Gmail
directMarketing.emailSent,2025-12-26T19:05:04.527Z,EML-0000000113,CRM-00100008,rf1-w8-s12-gold-8-e7cd58@f1traffic.com,Race Calendar Reminder,newsletter,1,0,0,false,0,false,mobile,Outlook
directMarketing.emailSent,2026-02-19T22:20:41.403Z,EML-0000000114,CRM-00100008,rf1-w8-s12-gold-8-e7cd58@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,1,0,false,0,false,tablet,Yahoo
directMarketing.emailSent,2026-01-05T15:22:28.281Z,EML-0000000115,CRM-00100008,rf1-w8-s12-gold-8-e7cd58@f1traffic.com,Black Friday 2024,promo,1,1,1,false,0,false,desktop,Other
directMarketing.emailSent,2026-05-01T00:29:39.262Z,EML-0000000116,CRM-00100008,rf1-w8-s12-gold-8-e7cd58@f1traffic.com,Win-back Campaign,reengagement,1,0,0,false,0,false,mobile,Yahoo
directMarketing.emailSent,2026-02-02T06:15:08.432Z,EML-0000000117,CRM-00100008,rf1-w8-s12-gold-8-e7cd58@f1traffic.com,Race Calendar Reminder,newsletter,1,0,0,false,0,false,mobile,Gmail
directMarketing.emailSent,2025-12-28T04:44:42.657Z,EML-0000000118,CRM-00100008,rf1-w8-s12-gold-8-e7cd58@f1traffic.com,2024 Season Launch,newsletter,1,1,0,false,0,false,desktop,Yahoo
directMarketing.emailSent,2026-01-18T10:20:50.087Z,EML-0000000119,CRM-00100008,rf1-w8-s12-gold-8-e7cd58@f1traffic.com,Win-back Campaign,reengagement,1,0,0,false,0,false,mobile,Apple Mail
directMarketing.emailSent,2026-04-21T04:22:25.043Z,EML-0000000120,CRM-00100008,rf1-w8-s12-gold-8-e7cd58@f1traffic.com,Race Calendar Reminder,newsletter,1,0,0,false,0,false,desktop,Apple Mail
directMarketing.emailSent,2026-04-09T15:02:01.736Z,EML-0000000121,CRM-00100008,rf1-w8-s12-gold-8-e7cd58@f1traffic.com,Birthday Discount,birthday,1,1,0,false,0,false,mobile,Apple Mail
directMarketing.emailSent,2026-01-17T03:07:03.210Z,EML-0000000122,CRM-00100008,rf1-w8-s12-gold-8-e7cd58@f1traffic.com,Race Calendar Reminder,newsletter,1,0,0,false,0,false,mobile,Apple Mail
directMarketing.emailSent,2026-03-01T03:06:52.754Z,EML-0000000123,CRM-00100008,rf1-w8-s12-gold-8-e7cd58@f1traffic.com,Win-back Campaign,reengagement,1,1,0,false,0,false,tablet,Other
directMarketing.emailSent,2026-03-11T10:08:07.387Z,EML-0000000124,CRM-00100008,rf1-w8-s12-gold-8-e7cd58@f1traffic.com,2024 Season Launch,newsletter,1,0,0,false,0,false,mobile,Gmail
directMarketing.emailSent,2026-05-11T19:54:36.336Z,EML-0000000125,CRM-00100008,rf1-w8-s12-gold-8-e7cd58@f1traffic.com,Race Calendar Reminder,newsletter,1,1,0,false,0,false,tablet,Other
directMarketing.emailSent,2026-01-24T09:48:43.261Z,EML-0000000126,CRM-00100008,rf1-w8-s12-gold-8-e7cd58@f1traffic.com,Black Friday 2024,promo,1,1,0,false,0,false,desktop,Outlook
directMarketing.emailSent,2026-04-12T19:05:56.638Z,EML-0000000127,CRM-00100008,rf1-w8-s12-gold-8-e7cd58@f1traffic.com,Birthday Discount,birthday,1,0,0,false,0,false,mobile,Apple Mail
