eventType,timestamp,callId,customerId,email,channel,callReason,callCategory,agentId,durationSeconds,resolved,satisfactionRating,escalated,followUpRequired
customerService.interaction,2026-03-14T03:47:19.710Z,CALL-0000000067,CRM-00100041,rf1-w14-s58-standard-41-f4ae98@f1traffic.com,phone,Return request,returns,AGT-023,787,true,4,false,false
customerService.interaction,2026-01-19T10:05:52.475Z,CALL-0000000068,CRM-00100041,rf1-w14-s58-standard-41-f4ae98@f1traffic.com,phone,Shipping question,orders,AGT-020,754,true,5,false,false
customerService.interaction,2026-06-05T18:40:14.699Z,CALL-0000000069,CRM-00100041,rf1-w14-s58-standard-41-f4ae98@f1traffic.com,chat,Order status inquiry,orders,AGT-019,735,true,5,false,false
customerService.interaction,2026-06-06T07:09:42.156Z,CALL-0000000070,CRM-00100042,rf1-w19-s10-silver-42-368e09@f1traffic.com,phone,Complaint,support,AGT-001,279,true,4,false,false
customerService.interaction,2026-03-30T16:32:56.441Z,CALL-0000000071,CRM-00100043,rf1-w7-s38-silver-43-80afeb@f1traffic.com,email,Refund request,returns,AGT-015,804,true,4,false,false
customerService.interaction,2026-02-11T13:54:17.770Z,CALL-0000000072,CRM-00100043,rf1-w7-s38-silver-43-80afeb@f1traffic.com,email,Account issue,support,AGT-011,354,true,3,false,false
customerService.interaction,2026-03-12T11:27:32.347Z,CALL-0000000073,CRM-00100043,rf1-w7-s38-silver-43-80afeb@f1traffic.com,whatsapp,Product question,support,AGT-014,94,true,5,false,false
customerService.interaction,2026-02-12T19:50:21.643Z,CALL-0000000074,CRM-00100043,rf1-w7-s38-silver-43-80afeb@f1traffic.com,whatsapp,Order status inquiry,orders,AGT-004,100,true,5,false,false
customerService.interaction,2026-03-06T18:28:13.452Z,CALL-0000000075,CRM-00100046,rf1-w19-s40-gold-46-6698bf@f1traffic.com,chat,Return request,returns,AGT-018,167,true,5,false,false
customerService.interaction,2026-06-10T08:41:50.789Z,CALL-0000000076,CRM-00100046,rf1-w19-s40-gold-46-6698bf@f1traffic.com,email,Account issue,support,AGT-017,579,false,1,true,true
customerService.interaction,2026-01-18T18:18:57.259Z,CALL-0000000077,CRM-00100046,rf1-w19-s40-gold-46-6698bf@f1traffic.com,chat,Race ticket question,events,AGT-021,415,true,4,false,false
customerService.interaction,2026-01-20T20:17:04.954Z,CALL-0000000078,CRM-00100046,rf1-w19-s40-gold-46-6698bf@f1traffic.com,email,Complaint,support,AGT-005,804,true,4,false,false
customerService.interaction,2026-05-30T23:03:10.418Z,CALL-0000000079,CRM-00100046,rf1-w19-s40-gold-46-6698bf@f1traffic.com,email,Refund request,returns,AGT-003,425,true,3,false,false
customerService.interaction,2026-02-20T22:36:30.574Z,CALL-0000000080,CRM-00100047,rf1-w0-s20-standard-47-ac90b5@f1traffic.com,whatsapp,Race ticket question,events,AGT-002,145,true,5,false,false
customerService.interaction,2026-03-01T10:23:17.957Z,CALL-0000000081,CRM-00100047,rf1-w0-s20-standard-47-ac90b5@f1traffic.com,whatsapp,Race ticket question,events,AGT-004,595,true,3,false,false
customerService.interaction,2026-02-19T09:27:26.006Z,CALL-0000000082,CRM-00100047,rf1-w0-s20-standard-47-ac90b5@f1traffic.com,email,Product question,support,AGT-011,92,true,5,false,false
customerService.interaction,2026-01-21T05:19:11.078Z,CALL-0000000083,CRM-00100048,rf1-w11-s30-vip-48-fb8aa3@f1traffic.com,chat,Hospitality booking,events,AGT-030,112,true,5,false,false
customerService.interaction,2026-05-27T11:43:51.100Z,CALL-0000000084,CRM-00100048,rf1-w11-s30-vip-48-fb8aa3@f1traffic.com,email,Account issue,support,AGT-005,686,true,5,false,false
customerService.interaction,2026-02-16T23:04:08.643Z,CALL-0000000085,CRM-00100049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,phone,Order status inquiry,orders,AGT-019,274,true,5,false,false
customerService.interaction,2026-05-28T16:00:14.468Z,CALL-0000000086,CRM-00100049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,phone,Positive feedback,support,AGT-009,449,true,5,false,false
customerService.interaction,2026-03-19T14:07:10.505Z,CALL-0000000087,CRM-00100049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,chat,Product question,support,AGT-013,150,true,3,false,false
customerService.interaction,2026-01-29T21:15:31.903Z,CALL-0000000088,CRM-00100049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,whatsapp,Account issue,support,AGT-011,481,true,3,false,false
customerService.interaction,2026-05-03T02:42:37.846Z,CALL-0000000089,CRM-00100052,rf1-w2-s42-gold-52-4321fa@f1traffic.com,chat,Shipping question,orders,AGT-004,534,true,3,false,false
customerService.interaction,2026-03-23T23:12:45.794Z,CALL-0000000090,CRM-00100052,rf1-w2-s42-gold-52-4321fa@f1traffic.com,whatsapp,Return request,returns,AGT-014,730,true,3,false,false
customerService.interaction,2026-01-24T05:30:46.203Z,CALL-0000000091,CRM-00100053,rf1-w6-s13-silver-53-805afa@f1traffic.com,whatsapp,Account issue,support,AGT-024,698,true,5,false,false
customerService.interaction,2026-03-09T14:39:24.664Z,CALL-0000000092,CRM-00100053,rf1-w6-s13-silver-53-805afa@f1traffic.com,phone,Product question,support,AGT-025,143,true,4,false,false
customerService.interaction,2026-05-30T08:33:20.548Z,CALL-0000000093,CRM-00100053,rf1-w6-s13-silver-53-805afa@f1traffic.com,email,Return request,returns,AGT-013,508,true,5,false,false
customerService.interaction,2026-01-02T13:11:08.990Z,CALL-0000000094,CRM-00100053,rf1-w6-s13-silver-53-805afa@f1traffic.com,email,Refund request,returns,AGT-006,926,true,5,false,false
customerService.interaction,2026-04-16T17:41:39.373Z,CALL-0000000095,CRM-00100054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,chat,Positive feedback,support,AGT-001,559,true,5,false,false
customerService.interaction,2026-04-27T04:54:51.053Z,CALL-0000000096,CRM-00100054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,whatsapp,Promotion question,support,AGT-009,841,true,4,false,false
customerService.interaction,2026-02-12T14:16:02.703Z,CALL-0000000097,CRM-00100059,rf1-w15-s54-vip-59-180e39@f1traffic.com,chat,Refund request,returns,AGT-008,668,false,1,false,true
customerService.interaction,2026-01-31T11:13:23.771Z,CALL-0000000098,CRM-00100060,rf1-w8-s69-silver-60-eac0e4@f1traffic.com,whatsapp,Promotion question,support,AGT-019,789,false,2,false,true
customerService.interaction,2026-05-24T06:08:24.630Z,CALL-0000000099,CRM-00100060,rf1-w8-s69-silver-60-eac0e4@f1traffic.com,chat,Product question,support,AGT-014,596,true,4,false,false
customerService.interaction,2025-12-19T15:38:40.604Z,CALL-0000000100,CRM-00100060,rf1-w8-s69-silver-60-eac0e4@f1traffic.com,whatsapp,Complaint,support,AGT-015,897,true,4,false,false
customerService.interaction,2026-06-06T05:17:37.346Z,CALL-0000000101,CRM-00100060,rf1-w8-s69-silver-60-eac0e4@f1traffic.com,chat,Product question,support,AGT-011,459,true,5,false,false
customerService.interaction,2026-04-02T08:32:30.027Z,CALL-0000000102,CRM-00100060,rf1-w8-s69-silver-60-eac0e4@f1traffic.com,whatsapp,Product question,support,AGT-029,275,true,4,false,false
customerService.interaction,2026-05-06T15:09:44.832Z,CALL-0000000103,CRM-00100061,rf1-w6-s67-silver-61-c47d4b@f1traffic.com,email,Product question,support,AGT-012,163,true,5,false,false
customerService.interaction,2026-03-05T01:53:54.191Z,CALL-0000000104,CRM-00100061,rf1-w6-s67-silver-61-c47d4b@f1traffic.com,phone,Return request,returns,AGT-017,840,true,4,false,false
customerService.interaction,2026-01-31T01:44:14.724Z,CALL-0000000105,CRM-00100061,rf1-w6-s67-silver-61-c47d4b@f1traffic.com,whatsapp,Race ticket question,events,AGT-007,563,true,5,false,false
customerService.interaction,2026-05-06T17:18:49.761Z,CALL-0000000106,CRM-00100061,rf1-w6-s67-silver-61-c47d4b@f1traffic.com,whatsapp,Positive feedback,support,AGT-006,663,true,5,false,false
customerService.interaction,2026-04-16T18:45:39.995Z,CALL-0000000107,CRM-00100061,rf1-w6-s67-silver-61-c47d4b@f1traffic.com,email,Hospitality booking,events,AGT-029,107,true,4,false,false
customerService.interaction,2026-01-14T16:26:36.368Z,CALL-0000000108,CRM-00100062,rf1-w3-s44-gold-62-8061b4@f1traffic.com,phone,Positive feedback,support,AGT-011,454,true,5,false,false
customerService.interaction,2026-01-07T20:27:11.195Z,CALL-0000000109,CRM-00100062,rf1-w3-s44-gold-62-8061b4@f1traffic.com,whatsapp,Shipping question,orders,AGT-017,853,true,3,false,false
customerService.interaction,2026-01-23T13:01:02.295Z,CALL-0000000110,CRM-00100062,rf1-w3-s44-gold-62-8061b4@f1traffic.com,email,Promotion question,support,AGT-006,115,true,3,false,false
customerService.interaction,2026-06-07T17:22:22.779Z,CALL-0000000111,CRM-00100063,rf1-w1-s62-gold-63-6d409d@f1traffic.com,chat,Hospitality booking,events,AGT-012,810,true,4,false,false
customerService.interaction,2026-01-28T14:53:51.049Z,CALL-0000000112,CRM-00100063,rf1-w1-s62-gold-63-6d409d@f1traffic.com,email,Product question,support,AGT-005,471,true,4,false,false
customerService.interaction,2026-02-22T12:49:42.742Z,CALL-0000000113,CRM-00100063,rf1-w1-s62-gold-63-6d409d@f1traffic.com,email,Refund request,returns,AGT-007,130,true,4,false,false
customerService.interaction,2026-02-03T00:43:35.075Z,CALL-0000000114,CRM-00100063,rf1-w1-s62-gold-63-6d409d@f1traffic.com,chat,Promotion question,support,AGT-022,768,true,5,false,false
customerService.interaction,2026-05-10T18:37:07.670Z,CALL-0000000115,CRM-00100064,rf1-w2-s18-standard-64-c662a5@f1traffic.com,phone,Account issue,support,AGT-029,595,true,3,false,false
customerService.interaction,2026-02-16T09:40:33.050Z,CALL-0000000116,CRM-00100067,rf1-w6-s48-silver-67-364c6b@f1traffic.com,whatsapp,Account issue,support,AGT-022,74,false,1,true,true
customerService.interaction,2026-01-14T03:19:23.169Z,CALL-0000000117,CRM-00100067,rf1-w6-s48-silver-67-364c6b@f1traffic.com,whatsapp,Complaint,support,AGT-002,720,true,5,false,false
customerService.interaction,2026-04-11T06:44:29.023Z,CALL-0000000118,CRM-00100067,rf1-w6-s48-silver-67-364c6b@f1traffic.com,email,Account issue,support,AGT-023,604,true,5,false,false
customerService.interaction,2026-01-25T08:03:15.751Z,CALL-0000000119,CRM-00100069,rf1-w6-s52-gold-69-0b548d@f1traffic.com,chat,Hospitality booking,events,AGT-028,665,true,3,false,false
customerService.interaction,2025-12-30T12:08:09.733Z,CALL-0000000120,CRM-00100072,rf1-w18-s24-vip-72-fa77ab@f1traffic.com,email,Shipping question,orders,AGT-027,845,true,5,false,false
customerService.interaction,2026-04-13T12:49:45.070Z,CALL-0000000121,CRM-00100072,rf1-w18-s24-vip-72-fa77ab@f1traffic.com,whatsapp,Account issue,support,AGT-007,293,false,2,true,true
customerService.interaction,2026-04-16T16:13:22.134Z,CALL-0000000122,CRM-00100072,rf1-w18-s24-vip-72-fa77ab@f1traffic.com,phone,Refund request,returns,AGT-026,817,true,4,false,false
customerService.interaction,2026-04-09T09:42:38.743Z,CALL-0000000123,CRM-00100072,rf1-w18-s24-vip-72-fa77ab@f1traffic.com,phone,Return request,returns,AGT-027,795,true,3,false,false
customerService.interaction,2026-02-05T02:19:23.958Z,CALL-0000000124,CRM-00100073,rf1-w4-s32-gold-73-785d75@f1traffic.com,whatsapp,Promotion question,support,AGT-028,68,true,4,false,false
customerService.interaction,2026-02-23T08:13:20.687Z,CALL-0000000125,CRM-00100073,rf1-w4-s32-gold-73-785d75@f1traffic.com,email,Positive feedback,support,AGT-014,199,false,2,true,true
customerService.interaction,2026-06-04T02:36:08.027Z,CALL-0000000126,CRM-00100073,rf1-w4-s32-gold-73-785d75@f1traffic.com,phone,Positive feedback,support,AGT-015,290,true,4,false,false
customerService.interaction,2026-04-25T17:07:12.880Z,CALL-0000000127,CRM-00100073,rf1-w4-s32-gold-73-785d75@f1traffic.com,email,Positive feedback,support,AGT-019,149,true,4,false,false
customerService.interaction,2026-01-21T21:55:14.126Z,CALL-0000000128,CRM-00100075,rf1-w17-s42-silver-75-7d189b@f1traffic.com,whatsapp,Product question,support,AGT-011,726,true,3,false,false
customerService.interaction,2026-05-28T11:49:29.443Z,CALL-0000000129,CRM-00100075,rf1-w17-s42-silver-75-7d189b@f1traffic.com,chat,Return request,returns,AGT-016,493,true,4,false,false
customerService.interaction,2026-02-08T03:16:48.048Z,CALL-0000000130,CRM-00100075,rf1-w17-s42-silver-75-7d189b@f1traffic.com,chat,Return request,returns,AGT-010,780,true,3,false,false
customerService.interaction,2026-04-28T16:59:43.697Z,CALL-0000000131,CRM-00100075,rf1-w17-s42-silver-75-7d189b@f1traffic.com,phone,Return request,returns,AGT-026,636,true,3,false,false
customerService.interaction,2026-01-05T18:53:23.402Z,CALL-0000000132,CRM-00100075,rf1-w17-s42-silver-75-7d189b@f1traffic.com,whatsapp,Product question,support,AGT-023,641,false,1,false,true
customerService.interaction,2026-05-20T02:38:05.645Z,CALL-0000000133,CRM-00100077,rf1-w6-s31-standard-77-d6d460@f1traffic.com,phone,Return request,returns,AGT-005,871,false,1,false,true
customerService.interaction,2026-05-19T09:45:50.244Z,CALL-0000000134,CRM-00100077,rf1-w6-s31-standard-77-d6d460@f1traffic.com,whatsapp,Positive feedback,support,AGT-011,501,true,5,false,false
customerService.interaction,2026-05-01T16:24:00.976Z,CALL-0000000135,CRM-00100077,rf1-w6-s31-standard-77-d6d460@f1traffic.com,whatsapp,Shipping question,orders,AGT-013,349,true,5,false,false
customerService.interaction,2025-12-18T18:51:56.009Z,CALL-0000000136,CRM-00100078,rf1-w1-s55-gold-78-997925@f1traffic.com,email,Loyalty inquiry,loyalty,AGT-015,233,true,4,false,false
customerService.interaction,2026-01-01T16:12:09.844Z,CALL-0000000137,CRM-00100079,rf1-w13-s23-vip-79-dd9bc0@f1traffic.com,email,Return request,returns,AGT-020,214,true,5,false,false
customerService.interaction,2026-01-21T04:10:56.475Z,CALL-0000000138,CRM-00100080,rf1-w4-s45-vip-80-cb662e@f1traffic.com,chat,Race ticket question,events,AGT-026,885,true,5,false,false
customerService.interaction,2026-03-15T01:40:36.082Z,CALL-0000000139,CRM-00100081,rf1-w19-s13-vip-81-265666@f1traffic.com,phone,Promotion question,support,AGT-008,232,true,5,false,false
customerService.interaction,2026-05-30T20:11:49.084Z,CALL-0000000140,CRM-00100081,rf1-w19-s13-vip-81-265666@f1traffic.com,phone,Loyalty inquiry,loyalty,AGT-015,868,true,4,false,false
customerService.interaction,2026-02-12T01:07:36.365Z,CALL-0000000141,CRM-00100081,rf1-w19-s13-vip-81-265666@f1traffic.com,email,Loyalty inquiry,loyalty,AGT-012,212,true,4,false,false
